"rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","subj_code","success","question_order","task","correct_response","congruency","name","correct","slider_start","feedback_type"
"2707","
            <img src=""Experimental material/University_logo.png"" alt=University Logo"" style=""width: 300px; display: block; margin: auto;"">
            <h2>Üdvözlünk a Metatudomány kutatócsoport vizsgálatában!</h2>
                <p>Egy tudományos kutatásban veszel részt, amelynek vezetője Bognár Miklós, az ELTE Affektív Pszichológia Tanszékének kutatója. 
                A kutatás célja megvizsgálni, hogy miként hatnak a büntetés által kiváltott negatív motivációs állapotok a kognitív kontrollra.</p>
                <h3>Részvétel</h3>
                <p>A kutatásban való részvétel teljesen önkéntes. A vizsgálatot bármikor indoklás nélkül megszakíthatod. Ha bármilyen kérdésed, észrevételed vagy problémád van a kutatással kapcsolatban, írj Bognár Miklósnak a <a href=""mailto:bognar.miklos@ppk.elte.hu"">bognar.miklos@ppk.elte.hu</a> címre.</p>","0","html-button-response","0","2.1.0","2713","Mchoho","","","","","","","","",""
"2325","","","fullscreen","1","2.1.0","6058","Mchoho","true","","","","","","","",""
"2752","<h2 style=""text-align: center;"">Adatkezelési tájékoztató</h2>
            <p style=""text-align: justify; max-width: 800px; margin: auto;"">Szigorúan bizalmasan kezelünk minden olyan személyes információt, amit a kutatás keretén belül gyűjtünk össze. 
                A kutatás során nyert adatokat kóddal ellátva biztonságos számítógépeken tároljuk. A kutatás során nyert adatokat összegezzük. 
                Az ELTE PPK Affektív Pszichológia Tanszék Metatudomány Kutatócsoportja, mint adatkezelő, fenti személyes adataidat bizalmasan kezeli, más adatkezelőnek, adatfeldolgozónak nem adja át.
                E tényállás részleteit a <a href=""http://metasciencelab.elte.hu/hozzajarulas-adatkezeleshez/"" target=_blank"">""Hozzájárulás adatkezeléshez""</a> c. dokumentum tartalmazza.</p>

            <p>Az adatkezelésről szóló szabályzásról részletesebben pedig itt tájékozódhatsz:
                <a href=""https://ppk.elte.hu/file/Hozzajarulas_adatkezeleshez_melleklet_2018.pdf"" target=""_blank"">Hozzájárulás adatkezeléshez melléklet</a></p>
            <p>A kutatás során nyert személyes adataidat arra használjuk fel, hogy regisztrálhassuk a részvételért járó kurzuspontokat. 
            Az azonosítására alkalmas adatokat (NEPTUN kód) ezután törölni fogjuk. A kezelt adatok a következők:</p>

                <ul>
                    <li>NEPTUN-kód</li>
                    <li>Életkor</li>
                    <li>Nem</li>
                    <li>Iskolai végzettség</li>
                </ul>
            <p>Válaszaid nem lesznek semmilyen módon hozzád köthetők. Az anonimizált adataidat más kutatókkal megosztjuk.</p>
            <p><strong>Kérlek, amennyiben egyetértesz a fenti feltételekkel, és hozzájárulsz a kutatásban való részvételhez, kattints az ""Igen"" gombra.</strong></p>","0","html-button-response","2","2.1.0","8812","Mchoho","","","","","","","","",""
"2480","<h2>Beleegyező nyilatkozat</h2>
                <p>Felelősségem teljes tudatában kijelentem, hogy a mai napon az Eötvös Loránd Tudományegyetem, Bognár Miklós kutatásvezető által végzett vizsgálatban</p>
                 <ul>
                    <li>önként veszek részt.</li>
                    <li>a vizsgálat jellegéről, annak megkezdése előtt kielégítő tájékoztatást kaptam.</li>
                    <li>nem szenvedek semmilyen pszichiátriai betegségben.</li>
                    <li>a vizsgálat idején alkohol vagy drogok hatása alatt nem állok.</li>
                 </ul>

                <p>Tudomásul veszem, hogy az azonosításomra alkalmas személyi adataimat bizalmasan kezelik.
                    Hozzájárulok ahhoz, hogy a vizsgálat során a rólam felvett, személyem azonosítására nem alkalmas adatok más kutatók számára is hozzáférhetők legyenek.
                    Fenntartom a jogot arra, hogy a vizsgálat során annak folytatásától bármikor elállhassak. 
                    Ilyen esetben a rólam addig felvett adatokat törölni kell.</p>
.
                <p>Tudomásul veszem, hogy csak a teljesen befejezett kitöltésért kapok pontot a <em>Pszichológiai kísérletben és tudományos aktivitásban való részvétel</em> nevű kurzuson.</p>

                <p><strong>A kutatásban való részvételem körülményeiről részletes tájékoztatást kaptam, a feltételekkel egyetértek. 
                    Amennyiben egyetértesz a fenti feltételekkel, kattints az ""Igen"" gombra.</strong></p>","0","html-button-response","3","2.1.0","11294","Mchoho","","","","","","","","",""
"9240","","{""age"":""20"",""neptun"":""EZCE8F""}","survey-text","4","2.1.0","20539","Mchoho","","","","","","","","",""
"5830","","{""education"":""Gimnázium"",""gender"":""Nő""}","survey-multi-choice","5","2.1.0","26372","Mchoho","","[0,1]","","","","","","",""
"132661","<h2>Instrukciók</h2>
                <p>Ebben a kísérletben arra vagyunk kíváncsiak, hogy miként befolyásolja a büntetés a konfliktusfeldolgozást. 
                A kísérlet során iránymegjelöléseket fogsz olvasni (FEL, LE, JOBB, BAL). Először egy prime inger fog megjelenni a képernyőn, amin egy irány (pl.: „FEL”) lesz olvasható egymás alatt háromszor. 
                Ezt követően megjelenik a célinger, ami vagy azonos („FEL”) vagy ellentétes („LE”) lesz az előtte bemutatott iránnyal.
                A feladatod az lesz, hogy minél gyorsabban és pontosabban eltaláld a célinger irányát a hozzárendelt billentyű megnyomásával.</p> 
                <p>Kérlek helyezd a billentyűzetre a kezedet a képen látható módon:</p>
                <p>A bal középső ujjadat az „f”-re, a mutató ujjadat a „g”-re, míg a jobb mutató ujjadat az „n”-re, a középső ujjadat pedig a „j”-re!</p>
                <img src=""Experimental material/instruction_pic.png"" alt=""Hand placemante instructions"" style=""width: 40%; height: 40%;"">
                <p style=""text-align: center;""><em>Amennyiben készen állsz a kísérlet megkezdésére, nyomj meg egy tetszőleges billentyűt!</em></p>"," ","html-keyboard-response","6","2.1.0","159035","Mchoho","","","","","","","","",""
"4845","<h2>Gyakorló blokk</h2>
            <p>A kísérlet megkezdése előtt egy rövid gyakorló blokk következik. Ebben a blokkban nem vonunk le garast a hibás válaszokért, azonban törekedj a minél gyorsabb és pontosabb válaszadásra! 
            Ha készen állsz, nyomj meg egy tetszőleges billentyűt a kezdéshez.</p>","n","html-keyboard-response","7","2.1.0","163882","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","8","2.1.0","164315","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>jobb<br>jobb<br>jobb</span>","null","html-keyboard-response","9","2.1.0","164454","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","10","2.1.0","164500","Mchoho","","","blank","","","","","",""
"624","<span style='font-size: 35px;'>bal</span>","f","html-keyboard-response","11","2.1.0","165125","Mchoho","","","probe","f","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","12","2.1.0","165829","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","13","2.1.0","166337","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>jobb<br>jobb<br>jobb</span>","null","html-keyboard-response","14","2.1.0","166475","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","15","2.1.0","166521","Mchoho","","","blank","","","","","",""
"418","<span style='font-size: 35px;'>jobb</span>","g","html-keyboard-response","16","2.1.0","166940","Mchoho","","","probe","g","congruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","17","2.1.0","167650","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","18","2.1.0","168144","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>le<br>le<br>le</span>","null","html-keyboard-response","19","2.1.0","168283","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","20","2.1.0","168319","Mchoho","","","blank","","","","","",""
"540","<span style='font-size: 35px;'>fel</span>","j","html-keyboard-response","21","2.1.0","168860","Mchoho","","","probe","j","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","22","2.1.0","169568","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","23","2.1.0","170076","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>fel<br>fel<br>fel</span>","null","html-keyboard-response","24","2.1.0","170215","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","25","2.1.0","170262","Mchoho","","","blank","","","","","",""
"477","<span style='font-size: 35px;'>le</span>","j","html-keyboard-response","26","2.1.0","170741","Mchoho","","","probe","n","incongruent","practice","false","",""
"null","<div style=""font-size: 35px; color: black;"">✘</div>","null","html-keyboard-response","27","2.1.0","171448","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","28","2.1.0","171896","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>bal<br>bal<br>bal</span>","null","html-keyboard-response","29","2.1.0","172035","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","30","2.1.0","172081","Mchoho","","","blank","","","","","",""
"525","<span style='font-size: 35px;'>bal</span>","g","html-keyboard-response","31","2.1.0","172607","Mchoho","","","probe","f","congruent","practice","false","",""
"null","<div style=""font-size: 35px; color: black;"">✘</div>","null","html-keyboard-response","32","2.1.0","173315","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","33","2.1.0","173808","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>bal<br>bal<br>bal</span>","null","html-keyboard-response","34","2.1.0","173947","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","35","2.1.0","173994","Mchoho","","","blank","","","","","",""
"512","<span style='font-size: 35px;'>jobb</span>","g","html-keyboard-response","36","2.1.0","174507","Mchoho","","","probe","g","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","37","2.1.0","175214","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","38","2.1.0","175707","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>fel<br>fel<br>fel</span>","null","html-keyboard-response","39","2.1.0","175847","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","40","2.1.0","175893","Mchoho","","","blank","","","","","",""
"455","<span style='font-size: 35px;'>fel</span>","j","html-keyboard-response","41","2.1.0","176349","Mchoho","","","probe","j","congruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","42","2.1.0","177056","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","43","2.1.0","177571","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>le<br>le<br>le</span>","null","html-keyboard-response","44","2.1.0","177711","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","45","2.1.0","177758","Mchoho","","","blank","","","","","",""
"370","<span style='font-size: 35px;'>le</span>","n","html-keyboard-response","46","2.1.0","178129","Mchoho","","","probe","n","congruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","47","2.1.0","178834","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","48","2.1.0","179404","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>le<br>le<br>le</span>","null","html-keyboard-response","49","2.1.0","179544","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","50","2.1.0","179590","Mchoho","","","blank","","","","","",""
"413","<span style='font-size: 35px;'>le</span>","n","html-keyboard-response","51","2.1.0","180004","Mchoho","","","probe","n","congruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","52","2.1.0","180717","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","53","2.1.0","181242","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>le<br>le<br>le</span>","null","html-keyboard-response","54","2.1.0","181380","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","55","2.1.0","181427","Mchoho","","","blank","","","","","",""
"451","<span style='font-size: 35px;'>fel</span>","j","html-keyboard-response","56","2.1.0","181879","Mchoho","","","probe","j","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","57","2.1.0","182584","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","58","2.1.0","183184","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>fel<br>fel<br>fel</span>","null","html-keyboard-response","59","2.1.0","183324","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","60","2.1.0","183370","Mchoho","","","blank","","","","","",""
"427","<span style='font-size: 35px;'>fel</span>","j","html-keyboard-response","61","2.1.0","183798","Mchoho","","","probe","j","congruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","62","2.1.0","184514","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","63","2.1.0","184977","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>fel<br>fel<br>fel</span>","null","html-keyboard-response","64","2.1.0","185116","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","65","2.1.0","185152","Mchoho","","","blank","","","","","",""
"510","<span style='font-size: 35px;'>le</span>","n","html-keyboard-response","66","2.1.0","185663","Mchoho","","","probe","n","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","67","2.1.0","186380","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","68","2.1.0","186856","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>bal<br>bal<br>bal</span>","null","html-keyboard-response","69","2.1.0","186995","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","70","2.1.0","187041","Mchoho","","","blank","","","","","",""
"591","<span style='font-size: 35px;'>jobb</span>","g","html-keyboard-response","71","2.1.0","187633","Mchoho","","","probe","g","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","72","2.1.0","188338","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","73","2.1.0","188754","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>jobb<br>jobb<br>jobb</span>","null","html-keyboard-response","74","2.1.0","188893","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","75","2.1.0","188939","Mchoho","","","blank","","","","","",""
"478","<span style='font-size: 35px;'>bal</span>","f","html-keyboard-response","76","2.1.0","189418","Mchoho","","","probe","f","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","77","2.1.0","190125","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","78","2.1.0","190712","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>bal<br>bal<br>bal</span>","null","html-keyboard-response","79","2.1.0","190850","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","80","2.1.0","190885","Mchoho","","","blank","","","","","",""
"547","<span style='font-size: 35px;'>bal</span>","g","html-keyboard-response","81","2.1.0","191433","Mchoho","","","probe","f","congruent","practice","false","",""
"null","<div style=""font-size: 35px; color: black;"">✘</div>","null","html-keyboard-response","82","2.1.0","192145","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","83","2.1.0","192748","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>jobb<br>jobb<br>jobb</span>","null","html-keyboard-response","84","2.1.0","192888","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","85","2.1.0","192933","Mchoho","","","blank","","","","","",""
"479","<span style='font-size: 35px;'>jobb</span>","g","html-keyboard-response","86","2.1.0","193414","Mchoho","","","probe","g","congruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","87","2.1.0","194120","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","88","2.1.0","194646","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>fel<br>fel<br>fel</span>","null","html-keyboard-response","89","2.1.0","194785","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","90","2.1.0","194831","Mchoho","","","blank","","","","","",""
"399","<span style='font-size: 35px;'>le</span>","j","html-keyboard-response","91","2.1.0","195231","Mchoho","","","probe","n","incongruent","practice","false","",""
"null","<div style=""font-size: 35px; color: black;"">✘</div>","null","html-keyboard-response","92","2.1.0","195940","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","93","2.1.0","196372","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>jobb<br>jobb<br>jobb</span>","null","html-keyboard-response","94","2.1.0","196511","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","95","2.1.0","196557","Mchoho","","","blank","","","","","",""
"671","<span style='font-size: 35px;'>bal</span>","f","html-keyboard-response","96","2.1.0","197228","Mchoho","","","probe","f","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","97","2.1.0","197931","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","98","2.1.0","198472","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>le<br>le<br>le</span>","null","html-keyboard-response","99","2.1.0","198610","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","100","2.1.0","198655","Mchoho","","","blank","","","","","",""
"475","<span style='font-size: 35px;'>fel</span>","j","html-keyboard-response","101","2.1.0","199131","Mchoho","","","probe","j","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","102","2.1.0","199845","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","103","2.1.0","200352","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>fel<br>fel<br>fel</span>","null","html-keyboard-response","104","2.1.0","200491","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","105","2.1.0","200537","Mchoho","","","blank","","","","","",""
"544","<span style='font-size: 35px;'>fel</span>","j","html-keyboard-response","106","2.1.0","201082","Mchoho","","","probe","j","congruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","107","2.1.0","201787","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","108","2.1.0","202235","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>le<br>le<br>le</span>","null","html-keyboard-response","109","2.1.0","202374","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","110","2.1.0","202420","Mchoho","","","blank","","","","","",""
"342","<span style='font-size: 35px;'>le</span>","n","html-keyboard-response","111","2.1.0","202764","Mchoho","","","probe","n","congruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","112","2.1.0","203471","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","113","2.1.0","204011","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>bal<br>bal<br>bal</span>","null","html-keyboard-response","114","2.1.0","204149","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","115","2.1.0","204184","Mchoho","","","blank","","","","","",""
"615","<span style='font-size: 35px;'>jobb</span>","g","html-keyboard-response","116","2.1.0","204800","Mchoho","","","probe","g","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","117","2.1.0","205510","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","118","2.1.0","206051","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>bal<br>bal<br>bal</span>","null","html-keyboard-response","119","2.1.0","206190","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","120","2.1.0","206237","Mchoho","","","blank","","","","","",""
"575","<span style='font-size: 35px;'>bal</span>","g","html-keyboard-response","121","2.1.0","206812","Mchoho","","","probe","f","congruent","practice","false","",""
"null","<div style=""font-size: 35px; color: black;"">✘</div>","null","html-keyboard-response","122","2.1.0","207519","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","123","2.1.0","208046","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>jobb<br>jobb<br>jobb</span>","null","html-keyboard-response","124","2.1.0","208185","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","125","2.1.0","208231","Mchoho","","","blank","","","","","",""
"390","<span style='font-size: 35px;'>jobb</span>","g","html-keyboard-response","126","2.1.0","208621","Mchoho","","","probe","g","congruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","127","2.1.0","209325","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","128","2.1.0","209851","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>bal<br>bal<br>bal</span>","null","html-keyboard-response","129","2.1.0","209991","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","130","2.1.0","210038","Mchoho","","","blank","","","","","",""
"506","<span style='font-size: 35px;'>bal</span>","g","html-keyboard-response","131","2.1.0","210546","Mchoho","","","probe","f","congruent","practice","false","",""
"null","<div style=""font-size: 35px; color: black;"">✘</div>","null","html-keyboard-response","132","2.1.0","211258","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","133","2.1.0","211704","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>jobb<br>jobb<br>jobb</span>","null","html-keyboard-response","134","2.1.0","211843","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","135","2.1.0","211889","Mchoho","","","blank","","","","","",""
"507","<span style='font-size: 35px;'>bal</span>","f","html-keyboard-response","136","2.1.0","212398","Mchoho","","","probe","f","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","137","2.1.0","213108","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","138","2.1.0","213586","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>le<br>le<br>le</span>","null","html-keyboard-response","139","2.1.0","213725","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","140","2.1.0","213771","Mchoho","","","blank","","","","","",""
"376","<span style='font-size: 35px;'>le</span>","n","html-keyboard-response","141","2.1.0","214148","Mchoho","","","probe","n","congruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","142","2.1.0","214859","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","143","2.1.0","215308","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>le<br>le<br>le</span>","null","html-keyboard-response","144","2.1.0","215446","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","145","2.1.0","215492","Mchoho","","","blank","","","","","",""
"469","<span style='font-size: 35px;'>fel</span>","j","html-keyboard-response","146","2.1.0","215962","Mchoho","","","probe","j","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","147","2.1.0","216667","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","148","2.1.0","217223","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>fel<br>fel<br>fel</span>","null","html-keyboard-response","149","2.1.0","217362","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","150","2.1.0","217408","Mchoho","","","blank","","","","","",""
"590","<span style='font-size: 35px;'>le</span>","n","html-keyboard-response","151","2.1.0","217999","Mchoho","","","probe","n","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","152","2.1.0","218704","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","153","2.1.0","219184","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>fel<br>fel<br>fel</span>","null","html-keyboard-response","154","2.1.0","219323","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","155","2.1.0","219369","Mchoho","","","blank","","","","","",""
"510","<span style='font-size: 35px;'>fel</span>","j","html-keyboard-response","156","2.1.0","219881","Mchoho","","","probe","j","congruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","157","2.1.0","220593","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","158","2.1.0","221054","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>bal<br>bal<br>bal</span>","null","html-keyboard-response","159","2.1.0","221193","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","160","2.1.0","221239","Mchoho","","","blank","","","","","",""
"550","<span style='font-size: 35px;'>jobb</span>","g","html-keyboard-response","161","2.1.0","221790","Mchoho","","","probe","g","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","162","2.1.0","222491","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","163","2.1.0","223078","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>jobb<br>jobb<br>jobb</span>","null","html-keyboard-response","164","2.1.0","223216","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","165","2.1.0","223250","Mchoho","","","blank","","","","","",""
"513","<span style='font-size: 35px;'>jobb</span>","g","html-keyboard-response","166","2.1.0","223764","Mchoho","","","probe","g","congruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","167","2.1.0","224467","Mchoho","","","","","","","","",""
"5732","<p style=""text-align: center; max-width: 800px; margin: auto; font-size: 24px""> Még egy rövid gyakorló blokk következik.
        Ha készen állsz, nyomj meg egy tetszőleges billentyűt a kezdéshez.</p>","n","html-keyboard-response","168","2.1.0","230201","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","169","2.1.0","230647","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>jobb<br>jobb<br>jobb</span>","null","html-keyboard-response","170","2.1.0","230786","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","171","2.1.0","230833","Mchoho","","","blank","","","","","",""
"702","<span style='font-size: 35px;'>bal</span>","f","html-keyboard-response","172","2.1.0","231537","Mchoho","","","probe","f","incongruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","173","2.1.0","232252","Mchoho","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","174","2.1.0","232775","Mchoho","","","fixation","","","","","",""
"null","<span style='font-size: 35px;'>le<br>le<br>le</span>","null","html-keyboard-response","175","2.1.0","232914","Mchoho","","","prime","","","","","",""
"null"," ","null","html-keyboard-response","176","2.1.0","232948","Mchoho","","","blank","","","","","",""
"378","<span style='font-size: 35px;'>le</span>","n","html-keyboard-response","177","2.1.0","233327","Mchoho","","","probe","n","congruent","practice","true","",""
"null","<div style='font-size: 35px; color: black;'>✔</div>","null","html-keyboard-response","178","2.1.0","234041","Mchoho","","","","","","","","",""
